pl_name,hostname,sy_pnum,discoverymethod,disc_year,disc_locale,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,st_teff,st_mass,st_rad,sy_dist,sy_gaiamag,ra,dec
HD 22532 b,HD 22532,1,Radial velocity,2022.0,Ground,La Silla Observatory,872.6,1.9,13.4,1.19,673.79622284,2.12,0.03,5038.0,1.57,5.69,161.183,7.6043,53.8148478,-49.4172669
HD 22781 b,HD 22781,1,Radial velocity,2011.0,Ground,Haute-Provence Observatory,528.07,1.167,12.3,1.1,4338.2,13.65,0.8191,5027.0,0.75,0.743475,32.6034,8.52445,55.2065581,31.8258855
HD 22946 d,HD 22946,3,Transit,2023.0,Space,Transiting Exoplanet Survey Satellite (TESS),47.42489,0.2958,2.607,0.23258136,26.57,0.08359857,,6169.0,1.098,1.117,62.7792,8.1281,54.819538,-42.7630276
HD 23079 b,HD 23079,2,Radial velocity,2001.0,Ground,Anglo-Australian Telescope,735.74,1.6,13.2,1.18,845.42356262,2.66,0.07348,5994.0,1.16,1.08,33.4591,6.96235,54.9281897,-52.9162344
HD 23079 c,HD 23079,2,Radial velocity,2025.0,Ground,La Silla Observatory,5.748913,,2.8,0.25,8.26,0.02598887,0.097,5994.0,1.16,1.08,33.4591,6.96235,54.9281897,-52.9162344
HD 23127 b,HD 23127,1,Radial velocity,2006.0,Ground,Anglo-Australian Telescope,1211.17,2.37,13.5,1.21,485.32641,1.527,0.406,5843.0,1.208,1.49,93.8555,8.42019,54.8491271,-60.077229
HD 231701 b,HD 231701,1,Radial velocity,2007.0,Ground,W. M. Keck Observatory,141.63,0.567,13.7,1.22,359.1479,1.13,0.13,6101.0,1.21,1.53,108.877,8.83051,293.017622,16.4743566
HD 233604 b,HD 233604,1,Radial velocity,2013.0,Ground,McDonald Observatory,192.0,0.747,12.7,1.13,2089.644,6.575,0.05,4791.0,1.5,10.9,847.058,10.1054,137.4535054,53.5682016
HD 233832 b,HD 233832,1,Radial velocity,2018.0,Ground,Roque de los Muchachos Observatory,2058.0,2.827,13.5,1.2,565.7374,1.78,0.359,4981.0,0.71,0.68,58.742,9.94557,171.5196515,50.3763099
HD 23472 b,HD 23472,5,Transit,2019.0,Space,Transiting Exoplanet Survey Satellite (TESS),17.667087,0.1162,2.0,0.17842836,8.32,0.02617765,0.072,4684.0,0.67,0.71,39.0341,9.38476,55.4590314,-62.7672667
HD 23472 c,HD 23472,5,Transit,2019.0,Space,Transiting Exoplanet Survey Satellite (TESS),29.79749,0.1646,1.87,0.16683051,3.41,0.01072906,0.063,4684.0,0.67,0.71,39.0341,9.38476,55.4590314,-62.7672667
HD 23472 d,HD 23472,5,Transit,2022.0,Space,Transiting Exoplanet Survey Satellite (TESS),3.97664,0.04298,0.75,0.06691063,0.55,0.00173049,0.07,4684.0,0.67,0.71,39.0341,9.38476,55.4590314,-62.7672667
HD 23472 e,HD 23472,5,Transit,2022.0,Space,Transiting Exoplanet Survey Satellite (TESS),7.90754,0.068,0.818,0.0729772,0.72,0.00226537,0.07,4684.0,0.67,0.71,39.0341,9.38476,55.4590314,-62.7672667
HD 23472 f,HD 23472,5,Transit,2022.0,Space,Transiting Exoplanet Survey Satellite (TESS),12.1621839,0.0906,1.137,0.10143652,0.77,0.00242269,0.07,4684.0,0.67,0.71,39.0341,9.38476,55.4590314,-62.7672667
HD 235088 b,HD 235088,1,Transit,2023.0,Space,Transiting Exoplanet Survey Satellite (TESS),7.4341325,0.0706,1.982,0.1768225,4.15,0.01305736,0.0,5075.0,0.849,0.772,41.1706,8.94271,300.6154535,53.3774418
HD 23596 b,HD 23596,1,Radial velocity,2003.0,Ground,Haute-Provence Observatory,1535.11912,2.694,12.4,1.1,3786.607641,11.914,0.282,6040.0,1.1,1.53,52.0018,7.10356,57.0018601,40.5307308
HD 238090 b,HD 238090,1,Radial velocity,2020.0,Ground,Multiple Observatories,13.671,0.0932,2.52,0.225,6.89,0.02167826,0.3,3933.0,0.578,0.57,15.2354,9.037911,183.0886375,54.486153
HD 238914 b,HD 238914,1,Radial velocity,2018.0,Ground,Multiple Observatories,4100.0,5.7,12.8,1.14,1906.98,6.0,0.56,4769.0,1.47,12.73,519.452,8.497,279.5842102,59.2538819
HD 240210 b,HD 240210,1,Radial velocity,2009.0,Ground,McDonald Observatory,501.75,1.16,12.8,1.14,1655.82,5.21,0.15,4297.0,0.82,25.456816,372.405,7.64476,347.6219227,57.0294818
HD 240237 b,HD 240237,1,Radial velocity,2011.0,Ground,McDonald Observatory,745.70001,1.92,12.2,1.09,5050.3187,15.89,0.4,3926.0,8.76,71.23,933.377,7.49317,348.9259334,58.0432233
HD 24040 b,HD 24040,2,Radial velocity,2006.0,Ground,W. M. Keck Observatory,3668.0,4.92,12.9,1.15,1589.142035,5.0,0.04,5802.0,1.11,1.3,46.6224,7.33476,57.5962104,17.4752873
HD 24040 c,HD 24040,2,Radial velocity,2021.0,Ground,Multiple Observatories,515.4,1.3,9.35,0.834,63.88350981,0.201,0.11,5776.49,1.10394,1.387296,46.6224,7.33476,57.5962104,17.4752873
HD 24064 b,HD 24064,1,Radial velocity,2015.0,Ground,Bohyunsan Optical Astronomical Observatory,535.59998,1.29,12.3,1.1,4096.8287,12.89,0.35,4052.0,1.61,40.0,300.247,6.17839,59.1510071,74.0800789
HD 24085 b,HD 24085,1,Radial velocity,2019.0,Ground,Las Campanas Observatory,2.0455,0.034,3.46,0.309,11.8,0.03712677,0.22,6034.0,1.22,1.412551,54.9004,7.42496,56.2563447,-70.0245193
HD 25015 b,HD 25015,1,Radial velocity,2019.0,Ground,La Silla Observatory,6134.427,6.248,12.5,1.12,2884.92845034,9.077,0.341,5160.0,0.86,0.83,37.433,8.59876,59.4335463,-20.2673347
HD 25171 b,HD 25171,1,Radial velocity,2010.0,Ground,La Silla Observatory,1802.29,2.971,13.9,1.24,290.81445,0.915,0.042,6125.0,1.076,1.23,55.6146,7.638,58.9574779,-65.1863239
HD 25463 b,HD 25463,2,Transit,2023.0,Space,Transiting Exoplanet Survey Satellite (TESS),7.0491423,0.076,2.54535814,0.22708203,8.7,0.02737326,0.0,6353.0,1.251,1.4182,45.6181,6.77613,60.7483361,9.2077676
HD 25463 c,HD 25463,2,Transit,2023.0,Space,Transiting Exoplanet Survey Satellite (TESS),3.04405,0.0443,1.36354953,0.12164795,4.3,0.01352931,0.0,6353.0,1.251,1.4182,45.6181,6.77613,60.7483361,9.2077676
HD 25723 b,HD 25723,1,Radial velocity,2020.0,Ground,Lick Observatory,457.01,1.49,13.3,1.18,794.5710175,2.5,0.04,4766.0,2.12,13.76,114.816,5.31947,61.0947182,-12.7922241
HD 25912 b,HD 25912,2,Radial velocity,2022.0,Ground,Multiple Observatories,41.83156,0.242,6.9,0.616,38.13940884,0.12,0.05,5920.58,1.08,0.995896,49.1661,8.02788,60.9074988,-51.9315058
HD 25912 c,HD 25912,2,Radial velocity,2022.0,Ground,Multiple Observatories,26308.65619,17.848,12.2,1.09,5252.75008249,16.527,0.051,5920.58,1.08,0.995896,49.1661,8.02788,60.9074988,-51.9315058
HD 260655 b,HD 260655,2,Transit,2022.0,Space,Transiting Exoplanet Survey Satellite (TESS),2.76953,0.02933,1.24,0.11062558,2.14,0.00673319,0.039,3803.0,0.439,0.439,10.0055,8.876041,99.2915429,17.5662696
HD 260655 c,HD 260655,2,Transit,2022.0,Space,Transiting Exoplanet Survey Satellite (TESS),5.70588,0.04749,1.533,0.13676533,3.09,0.00972223,0.038,3803.0,0.439,0.439,10.0055,8.876041,99.2915429,17.5662696
HD 26161 b,HD 26161,1,Radial velocity,2021.0,Ground,Multiple Observatories,10942.29013,10.087,11.9,1.06,9045.39646322,28.46,0.922,6057.62,1.12,1.455981,40.9128,6.7427,62.4122255,31.6524346
HD 2638 b,HD 2638,1,Radial velocity,2005.0,Ground,La Silla Observatory,3.4442,0.04,14.3,1.28,133.4886,0.42,0.0,5186.0,0.77,0.94,54.9621,9.192761,7.4990038,-5.76496
HD 2685 b,HD 2685,1,Transit,2019.0,Space,Transiting Exoplanet Survey Satellite (TESS),4.12688,0.0568,16.14096,1.44,371.8611,1.17,0.091,6801.0,1.43,1.56,196.852,9.52025,7.3289156,-76.304032
HD 27442 b,HD 27442,1,Radial velocity,2000.0,Ground,Anglo-Australian Telescope,428.1,1.271,13.5,1.21,495.8,1.56,0.06,4846.0,1.23,3.18,18.2704,4.14532,64.1205476,-59.3028771
HD 27631 b,HD 27631,1,Radial velocity,2012.0,Ground,La Silla Observatory,2198.14,3.242,13.5,1.21,495.81231492,1.56,0.141,5737.0,0.944,0.923,50.2862,8.08478,64.9392168,-41.9606604
HD 27894 b,HD 27894,3,Radial velocity,2005.0,Ground,La Silla Observatory,18.01939,0.125,14.1,1.26,196.73578393,0.619,0.047,4875.0,0.81,0.891767,43.8214,9.06573,65.1975693,-59.4096776
HD 27894 c,HD 27894,3,Radial velocity,2017.0,Ground,La Silla Observatory,36.07,0.198,8.24,0.735,51.48846,0.162,0.015,4875.0,0.8,0.891767,43.8214,9.06573,65.1975693,-59.4096776
HD 27894 d,HD 27894,3,Radial velocity,2017.0,Ground,La Silla Observatory,5019.54244,5.362,12.7,1.13,2063.65984665,6.493,0.343,4875.0,0.81,0.891767,43.8214,9.06573,65.1975693,-59.4096776
HD 27969 b,HD 27969,1,Radial velocity,2021.0,Ground,Haute-Provence Observatory,654.5,1.552,12.9,1.15,1525.5763536,4.8,0.182,5966.0,1.16,1.27,67.9328,7.5139,66.7068364,42.90872
HD 28109 b,HD 28109,3,Transit,2022.0,Space,Transiting Exoplanet Survey Satellite (TESS),22.891054,0.1357,2.69,0.23998614,6.2,0.01950738,0.0071,6189.0,1.227,1.425,139.611,9.29976,65.2383065,-68.1026875
HD 28109 c,HD 28109,3,Transit,2022.0,Space,Transiting Exoplanet Survey Satellite (TESS),55.99712,0.308,4.13,0.36845456,9.2,0.02894644,0.0039,6189.0,1.227,1.425,139.611,9.29976,65.2383065,-68.1026875
HD 28109 d,HD 28109,3,Transit,2022.0,Space,Transiting Exoplanet Survey Satellite (TESS),84.2899,0.411,3.11,0.27745609,5.8,0.01824884,0.0054,6189.0,1.227,1.425,139.611,9.29976,65.2383065,-68.1026875
HD 28185 b,HD 28185,2,Radial velocity,2001.0,Ground,La Silla Observatory,385.92,1.034,12.8,1.14,1859.29618095,5.85,0.063,5602.0,0.974,1.048,39.3809,7.62682,66.6100461,-10.5510754
HD 28185 c,HD 28185,2,Radial velocity,2022.0,Ground,Multiple Observatories,9090.0,8.5,12.8,1.14,1906.970442,6.0,0.15,5602.0,0.974,1.048,39.3809,7.62682,66.6100461,-10.5510754
HD 28192 b,HD 28192,1,Radial velocity,2022.0,Ground,Multiple Observatories,14.23283,0.118,12.2,1.08,99.7981198,0.314,0.104,5919.87,1.08,1.07094,49.8063,7.89874,66.7032517,-1.7244842
HD 28254 b,HD 28254,1,Radial velocity,2010.0,Ground,La Silla Observatory,1333.0,2.45,13.0,1.16,1207.7479466,3.8,0.95,5664.0,1.1,1.48,55.2884,7.49977,66.2108141,-50.6228081
HD 284149 AB b,HD 284149 A,1,Imaging,2017.0,Ground,Paranal Observatory,,431.16,12.0,1.07,8352.53053596,26.28,,6035.0,1.13,1.36,117.807,9.41967,61.6616887,20.3030344
HD 28471 b,HD 28471,3,Radial velocity,2025.0,Ground,La Silla Observatory,3.1649,0.042,1.75,0.156,3.72,0.01170443,0.195,5766.0,0.98,1.08,43.6455,7.72751,66.2875166,-64.0786861
HD 28471 c,HD 28471,3,Radial velocity,2025.0,Ground,La Silla Observatory,6.1245,0.065,2.26,0.201,5.72,0.01799713,0.088,5766.0,0.98,1.08,43.6455,7.72751,66.2875166,-64.0786861
HD 28471 d,HD 28471,3,Radial velocity,2025.0,Ground,La Silla Observatory,11.681,0.1,2.06,0.184,4.91,0.01544859,0.093,5766.0,0.98,1.08,43.6455,7.72751,66.2875166,-64.0786861
HD 285507 b,HD 285507,1,Radial velocity,2013.0,Ground,Fred Lawrence Whipple Observatory,6.0881,0.06,13.8,1.23,311.4734,0.98,0.09,4503.0,0.82,0.69,45.0293,10.0404,61.755663,15.3349441
HD 285968 b,HD 285968,1,Radial velocity,2008.0,Ground,La Silla Observatory,8.7836,0.066,2.83,0.253,8.4,0.026,0.0,3703.49,0.5,0.478214,9.47045,8.99955,70.7353853,18.953358
HD 28678 b,HD 28678,1,Radial velocity,2011.0,Ground,W. M. Keck Observatory,380.2,1.18,13.5,1.21,490.09386,1.542,0.149,4972.0,1.53,6.48,189.908,8.05469,67.8560643,4.5752495
HD 29021 b,HD 29021,1,Radial velocity,2017.0,Ground,Haute-Provence Observatory,1365.0,2.294,12.9,1.15,1420.69297929,4.47,0.453,5560.0,0.86,0.85,30.9939,7.58565,69.4681379,60.6762985
HD 290327 b,HD 290327,1,Radial velocity,2009.0,Ground,La Silla Observatory,2443.0,3.43,13.3,1.18,772.3269,2.43,0.08,5505.0,0.84,0.95,56.433,8.80364,80.8399887,-2.2780391
HD 29399 b,HD 29399,1,Radial velocity,2022.0,Ground,La Silla Observatory,892.7,1.913,13.5,1.21,498.99059899,1.57,0.05,4845.0,1.17,4.5,44.1518,5.50503,68.3903471,-62.8237576
HD 2952 b,HD 2952,1,Radial velocity,2013.0,Ground,Okayama Astrophysical Observatory,312.08,1.117,13.9,1.24,284.77425267,0.896,0.269,4853.0,1.91,10.9,110.103,5.64532,8.2938367,54.8948177
HD 29985 b,HD 29985,1,Radial velocity,2022.0,Ground,Multiple Observatories,20608.14049,13.39,12.8,1.14,1739.47487151,5.473,0.261,4678.0,0.75,0.574666,31.2707,9.47227,70.5216589,-33.9210696
HD 30177 b,HD 30177,2,Radial velocity,2002.0,Ground,Anglo-Australian Telescope,2514.53422,3.604,12.6,1.12,2670.71210402,8.403,0.207,5580.0,0.98,1.019,55.5867,8.21511,70.4770964,-58.0208085
HD 30177 c,HD 30177,2,Radial velocity,2016.0,Ground,Multiple Observatories,12085.45186,10.258,12.7,1.14,1954.64470305,6.15,0.039,5580.0,0.98,1.019,55.5867,8.21511,70.4770964,-58.0208085
HD 30562 b,HD 30562,1,Radial velocity,2009.0,Ground,Lick Observatory,1157.0,2.34,13.6,1.21,467.20775829,1.47,0.76,5882.0,1.12,1.61,26.1597,5.61828,72.1529519,-5.6751152
HD 30669 b,HD 30669,1,Radial velocity,2014.0,Ground,La Silla Observatory,1684.0,2.69,14.3,1.27,149.37,0.47,0.18,5400.0,0.92,0.91,58.0844,8.90667,72.1198522,-28.4190757
HD 30856 b,HD 30856,1,Radial velocity,2011.0,Ground,W. M. Keck Observatory,847.0,1.85,13.5,1.21,491.68301,1.547,0.061,4895.0,1.17,4.4,131.199,7.65813,72.5745099,-24.3689282
HD 31253 b,HD 31253,1,Radial velocity,2010.0,Ground,W. M. Keck Observatory,466.0,1.26,14.1,1.26,197.0546,0.62,0.3,6130.0,1.7,1.75,58.1438,6.98479,73.6822877,12.3520103
HD 31527 b,HD 31527,3,Radial velocity,2019.0,Ground,La Silla Observatory,16.5535,0.1254,3.22,0.288,10.47,0.0329,0.1,5898.0,0.96,1.073694,38.4473,7.33222,73.9096193,-23.2413163
HD 31527 c,HD 31527,3,Radial velocity,2019.0,Ground,La Silla Observatory,51.2053,0.2663,3.85,0.343,14.16,0.0445,0.04,5898.0,0.96,1.073694,38.4473,7.33222,73.9096193,-23.2413163
HD 31527 d,HD 31527,3,Radial velocity,2019.0,Ground,La Silla Observatory,271.6737,0.8098,3.46,0.309,11.82,0.0372,0.24,5898.0,0.96,1.073694,38.4473,7.33222,73.9096193,-23.2413163
HD 3167 b,HD 3167,4,Transit,2016.0,Space,K2,0.959641,0.01796,1.67,0.14898768,4.97,0.01563737,0.0,5261.0,0.837,0.88,47.2899,8.76221,8.7401487,4.3807215
HD 3167 c,HD 3167,4,Transit,2016.0,Space,K2,29.8454,0.1776,3.0,0.26764253,11.13,0.0350189,0.06,5261.0,0.837,0.88,47.2899,8.76221,8.7401487,4.3807215
HD 3167 d,HD 3167,4,Radial velocity,2017.0,Ground,Multiple Observatories,8.4112,0.0763,1.92,0.171,4.33,0.0136237,0.12,5261.0,0.837,0.88,47.2899,8.76221,8.7401487,4.3807215
HD 3167 e,HD 3167,4,Radial velocity,2022.0,Space,CHaracterising ExOPlanets Satellite (CHEOPS),96.63,0.3885,2.83,0.253,8.41,0.02646082,0.15,5261.0,0.837,0.88,47.2899,8.76221,8.7401487,4.3807215
HD 32518 b,HD 32518,1,Radial velocity,2009.0,Ground,Thueringer Landessternwarte Tautenburg,157.35,0.594,13.2,1.18,905.49313154,2.849,0.028,4580.0,1.13,10.22,122.115,6.11933,77.4037569,69.6391355
HD 32963 b,HD 32963,1,Radial velocity,2015.0,Ground,W. M. Keck Observatory,2372.0,3.41,13.4,1.19,657.90480249,2.07,0.07,5727.0,0.94,1.111044,38.0786,7.42756,76.9820146,26.3276805
HD 330075 b,HD 330075,1,Radial velocity,2004.0,Ground,La Silla Observatory,3.38773,0.04,14.3,1.27,152.5584,0.48,0.0,5000.0,0.47,0.84,45.2989,9.09159,237.4054997,-49.9639199
HD 331093 b,HD 331093,1,Radial velocity,2021.0,Ground,Haute-Provence Observatory,621.62,1.44,13.6,1.21,476.7426105,1.5,0.59,5544.0,1.03,1.1112,50.1928,8.19105,295.6200054,31.7395451
HD 33142 b,HD 33142,3,Radial velocity,2011.0,Ground,W. M. Keck Observatory,330.0,1.074,13.7,1.22,400.46379282,1.26,0.049,5025.4,1.52,4.17,121.375,7.71274,76.8980559,-13.9863374
HD 33142 c,HD 33142,3,Radial velocity,2018.0,Ground,W. M. Keck Observatory,810.2,1.955,13.9,1.24,282.86728223,0.89,0.081,5025.4,1.52,4.17,121.375,7.71274,76.8980559,-13.9863374
HD 33142 d,HD 33142,3,Radial velocity,2022.0,Ground,Multiple Observatories,89.9,0.452,9.32,0.832,63.5656814,0.2,0.191,5025.4,1.52,4.17,121.375,7.71274,76.8980559,-13.9863374
HD 332231 b,HD 332231,1,Transit,2020.0,Space,Transiting Exoplanet Survey Satellite (TESS),18.712024,0.145,9.07303305,0.80944319,74.1,0.23314467,0.0,6128.0,1.1642,1.266,80.6665,8.41839,306.741134,33.7443882
HD 33283 b,HD 33283,1,Radial velocity,2006.0,Ground,W. M. Keck Observatory,18.1991,0.1508,12.5,1.12,104.56607,0.329,0.399,5935.0,1.38,1.97,89.8623,7.89933,77.0044889,-26.7976689
HD 33564 b,HD 33564,1,Radial velocity,2005.0,Ground,Haute-Provence Observatory,388.0,1.1,12.5,1.12,2892.1,9.1,0.34,6250.0,1.25,1.4367,20.9531,4.97155,80.6378979,79.2318488
HD 33844 b,HD 33844,2,Radial velocity,2015.0,Ground,Anglo-Australian Telescope,551.40002,1.6,13.4,1.19,638.8383,2.01,0.15,4861.0,1.84,5.39,105.779,7.01153,78.1505649,-14.9509775
HD 33844 c,HD 33844,2,Radial velocity,2015.0,Ground,Anglo-Australian Telescope,916.0,2.24,13.5,1.2,556.2025,1.75,0.13,4861.0,1.78,5.29,105.779,7.01153,78.1505649,-14.9509775
HD 34445 b,HD 34445,6,Radial velocity,2009.0,Ground,W. M. Keck Observatory,1049.0,2.07,13.9,1.24,260.6206,0.82,0.27,5879.0,1.14,1.38,46.0907,7.14947,79.4207483,7.3527156
HD 34445 c,HD 34445,6,Radial velocity,2017.0,Ground,Multiple Observatories,214.67,0.7181,8.42,0.752,53.5,0.168,0.036,5836.0,1.07,1.38,46.0907,7.14947,79.4207483,7.3527156
HD 34445 d,HD 34445,6,Radial velocity,2017.0,Ground,Multiple Observatories,117.87,0.4817,6.07,0.542,30.7,0.097,0.027,5836.0,1.07,1.38,46.0907,7.14947,79.4207483,7.3527156
HD 34445 e,HD 34445,6,Radial velocity,2017.0,Ground,Multiple Observatories,49.175,0.2687,4.26,0.38,16.8,0.0529,0.09,5836.0,1.07,1.38,46.0907,7.14947,79.4207483,7.3527156
HD 34445 f,HD 34445,6,Radial velocity,2017.0,Ground,Multiple Observatories,676.8,1.543,6.88,0.613,37.9,0.119,0.031,5836.0,1.07,1.38,46.0907,7.14947,79.4207483,7.3527156
HD 34445 g,HD 34445,6,Radial velocity,2017.0,Ground,Multiple Observatories,5700.0,6.36,13.6,1.21,120.6,0.38,0.032,5836.0,1.07,1.38,46.0907,7.14947,79.4207483,7.3527156
HD 35759 b,HD 35759,1,Radial velocity,2016.0,Ground,Haute-Provence Observatory,82.467,0.389,13.0,1.16,1195.0408,3.76,0.389,6060.0,1.15,1.759974,71.2423,7.59606,82.8886636,64.3183753
HD 35843 b,HD 35843,2,Radial velocity,2025.0,Ground,Paranal Observatory,9.8991,0.088,2.29,0.204,5.84,0.01837469,0.0,5666.0,0.94,0.897,69.6026,9.19551,81.3488924,-44.4312849
HD 35843 c,HD 35843,2,Transit,2025.0,Space,Transiting Exoplanet Survey Satellite (TESS),46.9622,0.25,2.54,0.22660401,11.32,0.0356167,0.153,5666.0,0.94,0.897,69.6026,9.19551,81.3488924,-44.4312849
HD 360 b,HD 360,1,Radial velocity,2021.0,Ground,Okayama Astrophysical Observatory,273.1,0.98,14.0,1.25,238.37130525,0.75,0.139,4770.0,1.69,10.86,111.542,5.70895,2.072903,-8.8242618
HD 36384 b,HD 36384,1,Radial velocity,2023.0,Ground,Bohyunsan Optical Astronomical Observatory,490.0,1.3,12.7,1.13,2097.6674862,6.6,0.2,3940.0,1.14,38.4,209.309,5.48147,84.9319998,75.0439884
HD 3651 b,HD 3651,1,Radial velocity,2003.0,Ground,Multiple Observatories,62.25,0.295,10.1,0.899,72.46524,0.228,0.645,5221.0,0.799,0.871954,11.1336,5.65255,9.8387218,21.2488844
HD 37124 b,HD 37124,3,Radial velocity,2002.0,Ground,W. M. Keck Observatory,154.378,0.53364,14.0,1.25,214.53525,0.675,0.054,5698.64,0.85,0.949168,31.6634,7.47238,84.2599947,20.7289784
HD 37124 c,HD 37124,3,Radial velocity,2002.0,Ground,W. M. Keck Observatory,885.5,1.71,14.1,1.25,207.22516,0.652,0.125,5698.64,0.85,0.949168,31.6634,7.47238,84.2599947,20.7289784
HD 37124 d,HD 37124,3,Radial velocity,2005.0,Ground,W. M. Keck Observatory,1862.0,2.807,14.0,1.25,221.20968,0.696,0.16,5698.64,0.85,0.949168,31.6634,7.47238,84.2599947,20.7289784
HD 37605 b,HD 37605,2,Radial velocity,2004.0,Ground,McDonald Observatory,55.01292,0.277,13.2,1.18,854.9627,2.69,0.6745,5329.0,0.94,0.91,46.7864,8.46192,85.0074276,6.0595116
HD 37605 c,HD 37605,2,Radial velocity,2012.0,Ground,Multiple Observatories,2720.0,3.74,13.1,1.17,1013.8777,3.19,0.03,5329.0,0.94,0.91,46.7864,8.46192,85.0074276,6.0595116
HD 3765 b,HD 3765,1,Radial velocity,2021.0,Ground,Multiple Observatories,1211.0,2.108,8.56,0.764,54.98431441,0.173,0.298,5049.8,0.851785,0.83061,17.926,7.07827,10.2072994,40.1842918
HD 38283 b,HD 38283,1,Radial velocity,2010.0,Ground,Anglo-Australian Telescope,363.20001,1.02,14.0,1.25,127.132,0.4,0.41,5981.0,1.37,1.49,38.0615,6.54392,84.2605324,-73.6998131
HD 38529 b,HD 38529,2,Radial velocity,2000.0,Ground,Multiple Observatories,14.3099,0.115,14.1,1.25,206.58846455,0.65,0.256,5697.0,0.98,2.857838,42.3538,5.74796,86.6451363,1.1675866
HD 38529 c,HD 38529,2,Radial velocity,2000.0,Ground,Multiple Observatories,2127.60566,3.226,12.5,1.11,3299.05886466,10.38,0.357,5697.0,0.98,2.857838,42.3538,5.74796,86.6451363,1.1675866
HD 38801 b,HD 38801,1,Radial velocity,2009.0,Ground,Subaru Telescope,685.25,1.623,12.5,1.11,3082.31534,9.698,0.017,5338.0,1.207,2.029,91.4349,8.03397,86.9963141,-8.3280256
HD 39091 b,HD 39091,3,Radial velocity,2001.0,Ground,Anglo-Australian Telescope,2088.8,3.28,12.3,1.1,4481.3805387,14.1,0.642,5998.0,1.07,1.17,,,,
HD 39194 b,HD 39194,3,Radial velocity,2021.0,Ground,La Silla Observatory,5.63692,0.05895,1.99,0.178,4.62,0.01453615,0.101,5205.0,0.86,0.783742,26.4131,7.85201,86.129071,-70.1382377
HD 39194 c,HD 39194,3,Radial velocity,2021.0,Ground,La Silla Observatory,14.0309,0.1083,2.65,0.236,7.49,0.02356618,0.078,5205.0,0.86,0.783742,26.4131,7.85201,86.129071,-70.1382377
HD 39194 d,HD 39194,3,Radial velocity,2021.0,Ground,La Silla Observatory,33.874,0.1949,2.12,0.19,5.16,0.01623518,0.159,5205.0,0.86,0.783742,26.4131,7.85201,86.129071,-70.1382377
HD 39855 b,HD 39855,1,Radial velocity,2019.0,Ground,Las Campanas Observatory,3.2498,0.041,2.85,0.254,8.5,0.02674386,0.14,5576.0,0.87,0.744665,23.2599,7.32113,88.6260731,-19.7044472
HD 40307 b,HD 40307,5,Radial velocity,2009.0,Ground,La Silla Observatory,4.3123,0.0468,,,1188.99607059,3.741,0.2,4956.0,0.77,0.716684,12.9363,6.84367,88.5172191,-60.0237289
HD 40307 c,HD 40307,5,Radial velocity,2009.0,Ground,La Silla Observatory,9.6184,0.0799,,,1868.51320475,5.879,0.06,4956.0,0.77,0.716684,12.9363,6.84367,88.5172191,-60.0237289
HD 40307 d,HD 40307,5,Radial velocity,2009.0,Ground,La Silla Observatory,20.432,0.1321,,,1775.3894815,5.586,0.07,4956.0,0.77,0.716684,12.9363,6.84367,88.5172191,-60.0237289
HD 40307 f,HD 40307,5,Radial velocity,2013.0,Ground,La Silla Observatory,51.76,0.247,2.13,0.19,5.2,0.0164,0.02,4956.0,0.77,0.716684,12.9363,6.84367,88.5172191,-60.0237289
HD 40307 g,HD 40307,5,Radial velocity,2013.0,Ground,La Silla Observatory,197.8,0.6,2.56,0.229,7.1,0.0223,0.29,4956.0,0.77,0.716684,12.9363,6.84367,88.5172191,-60.0237289
HD 40956 b,HD 40956,1,Radial velocity,2017.0,Ground,Multiple Observatories,578.6,1.4,13.2,1.18,858.141,2.7,0.24,4869.0,2.0,8.56,116.593,6.14049,91.6628015,63.453875
HD 40979 b,HD 40979,1,Radial velocity,2002.0,Ground,Multiple Observatories,264.14999,0.85,12.9,1.15,1484.2661,4.67,0.25,6165.0,1.45,1.21,34.0883,6.59963,91.1253346,44.2597855
HD 41004 A b,HD 41004 A,2,Radial velocity,2004.0,Ground,La Silla Observatory,963.0,,13.2,1.18,807.25,2.54,0.74,5310.0,0.95,0.85,36.69117,,89.9566041,-48.2394189
HD 41004 B b,HD 41004 B,2,Radial velocity,2003.0,Ground,La Silla Observatory,1.3283,,12.1,1.08,5838.29,18.37,0.081,5036.0,0.4,1.04137,41.5504,8.37625,89.9565956,-48.2394114
HD 4113 b,HD 4113,1,Radial velocity,2007.0,Ground,La Silla Observatory,526.5239,1.28,13.5,1.2,541.26177712,1.703,0.899,5688.0,1.008,1.077514,41.8727,7.71051,10.8027515,-37.9831248
HD 42012 b,HD 42012,1,Radial velocity,2017.0,Ground,Haute-Provence Observatory,857.5,1.67,13.5,1.21,508.528,1.6,0.2,5405.0,0.83,0.82,36.7984,8.22949,92.485473,34.1341722
HD 4203 b,HD 4203,2,Radial velocity,2001.0,Ground,W. M. Keck Observatory,431.88,1.17,13.3,1.19,708.7609,2.23,0.52,5596.0,1.25,1.42,81.3795,8.51545,11.1722288,20.4483925
