pl_name,hostname,sy_pnum,discoverymethod,disc_year,disc_locale,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,st_teff,st_mass,st_rad,sy_dist,sy_gaiamag,ra,dec
HD 191939 d,HD 191939,6,Transit,2020.0,Space,Transiting Exoplanet Survey Satellite (TESS),38.353037,0.2132,2.995,0.26719646,2.8,0.00880979,0.031,5348.0,0.81,0.94,53.6089,8.77476,302.0256247,66.8503014
HD 191939 e,HD 191939,6,Radial velocity,2022.0,Ground,W. M. Keck Observatory,101.12,0.407,13.0,1.16,112.2,0.35302068,0.031,5348.0,0.81,0.94,53.6089,8.77476,302.0256247,66.8503014
HD 191939 f,HD 191939,6,Radial velocity,2022.0,Ground,W. M. Keck Observatory,2898.0,3.71,13.2,1.18,915.34581216,2.88,0.0,5348.0,0.81,0.94,53.6089,8.77476,302.0256247,66.8503014
HD 191939 g,HD 191939,6,Radial velocity,2022.0,Ground,Multiple Observatories,284.0,0.812,3.74,0.334,13.5,0.04247575,0.03,5348.0,0.81,0.94,53.6089,8.77476,302.0256247,66.8503014
HD 192263 b,HD 192263,1,Radial velocity,1999.0,Ground,La Silla Observatory,24.3556,0.15,14.2,1.26,177.9848,0.56,0.05,4976.0,0.66,0.74,19.6359,7.49558,303.4990864,-0.8657574
HD 192310 b,HD 192310,2,Radial velocity,2011.0,Ground,La Silla Observatory,74.72,0.32,4.27,0.381,16.9,0.0532,0.13,5166.0,0.8,0.857922,8.79687,5.47661,303.8284712,-27.0337556
HD 192310 c,HD 192310,2,Radial velocity,2011.0,Ground,La Silla Observatory,525.8,1.18,5.25,0.469,24.0,0.076,0.32,5166.0,0.8,0.857922,8.79687,5.47661,303.8284712,-27.0337556
HD 192699 b,HD 192699,1,Radial velocity,2007.0,Ground,Lick Observatory,340.94,1.063,13.4,1.19,666.17168,2.096,0.082,5041.0,1.38,4.41,71.8627,6.21085,304.0248392,4.5805708
HD 194490 b,HD 194490,1,Radial velocity,2022.0,Ground,Multiple Observatories,13092.18348,11.116,12.4,1.11,3561.90295725,11.207,0.251,5861.32,1.06,1.14911,80.2349,8.82731,306.9980087,-51.6644646
HD 195019 b,HD 195019,1,Radial velocity,1998.0,Ground,Lick Observatory,18.20132,0.14,13.0,1.16,1264.9634,3.98,0.01,5751.0,1.21,1.48,37.6681,6.72911,307.0792427,18.7692509
HD 196050 b,HD 196050,1,Radial velocity,2002.0,Ground,Anglo-Australian Telescope,1392.0,2.65,12.9,1.15,1493.7935129,4.7,0.2,5879.0,1.27,1.42,50.6742,7.3407,309.4637796,-60.6347649
HD 196067 b,HD 196067,2,Radial velocity,2012.0,Ground,La Silla Observatory,3413.7,4.71,12.4,1.11,3623.2438398,11.4,0.56292,6072.0,1.16,1.71,39.9346,6.33009,310.4364195,-75.3514992
HD 196067 c,HD 196067,2,Radial velocity,2025.0,Ground,La Silla Observatory,4.601088,,3.21,0.286,10.4,0.03272206,0.235,6072.0,1.16,1.71,39.9346,6.33009,310.4364195,-75.3514992
HD 19615 b,HD 19615,1,Radial velocity,2022.0,Ground,Bohyunsan Optical Astronomical Observatory,402.0,1.1,12.6,1.12,2701.5414595,8.5,0.2,4263.0,1.1,32.3,265.155,6.02012,48.7813299,73.868015
HD 196885 A b,HD 196885 A,1,Radial velocity,2007.0,Ground,Haute-Provence Observatory,1333.0,2.37,13.2,1.18,819.97,2.58,0.48,6254.0,1.28,1.31,34.1692,6.26141,309.9664609,11.2500236
HD 197037 b,HD 197037,1,Radial velocity,2012.0,Ground,McDonald Observatory,1035.7,2.07,13.9,1.24,251.0,0.79,0.22,6150.0,1.11,1.105,33.1944,6.67106,309.8869681,42.247593
HD 199509 b,HD 199509,1,Radial velocity,2022.0,Ground,Multiple Observatories,99.62167,0.426,7.43,0.663,43.22466335,0.136,0.373,5796.02,1.04,0.92,24.3056,6.817,317.3445632,-82.0274926
HD 19994 b,HD 19994,1,Radial velocity,2003.0,Ground,La Silla Observatory,466.2,1.305,13.6,1.21,435.41,1.37,0.063,6188.0,1.365,1.79647,22.5242,4.93038,48.1943193,-1.1963955
HD 20003 b,HD 20003,2,Radial velocity,2019.0,Ground,La Silla Observatory,11.8482,0.0974,3.43,0.306,11.66,0.0367,0.36,5494.0,0.875,0.921637,41.8316,8.19184,46.9090081,-72.3219221
HD 20003 c,HD 20003,2,Radial velocity,2019.0,Ground,La Silla Observatory,33.9239,0.1964,3.89,0.347,14.44,0.0454,0.1,5494.0,0.875,0.921637,41.8316,8.19184,46.9090081,-72.3219221
HD 200964 b,HD 200964,2,Radial velocity,2010.0,Ground,Lick Observatory,606.3,1.565,13.5,1.21,508.21017,1.599,0.087,4982.0,1.39,4.92,72.5922,6.23723,316.6664183,3.8033357
HD 200964 c,HD 200964,2,Radial velocity,2010.0,Ground,Lick Observatory,852.5,1.96,13.7,1.22,385.84562,1.214,0.243,4982.0,1.39,4.92,72.5922,6.23723,316.6664183,3.8033357
HD 202206 c,HD 202206,1,Radial velocity,2004.0,Ground,La Silla Observatory,1260.0,2.41,12.2,1.08,5689.157,17.9,0.22,5766.0,1.07,1.04,45.9665,7.91051,318.7405221,-20.7897284
HD 202696 b,HD 202696,2,Radial velocity,2019.0,Ground,W. M. Keck Observatory,517.8,1.566,,,634.38868,1.996,0.011,5040.0,1.91,6.43,188.546,7.95929,319.2250346,27.2582799
HD 202696 c,HD 202696,2,Radial velocity,2019.0,Ground,W. M. Keck Observatory,946.6,2.342,,,592.43512,1.864,0.028,5040.0,1.91,6.43,188.546,7.95929,319.2250346,27.2582799
HD 202772 A b,HD 202772 A,1,Transit,2019.0,Space,Transiting Exoplanet Survey Satellite (TESS),3.3088775,0.05208,18.2370116,1.627,323.54931833,1.018,0.03,6442.0,1.721,2.554,161.498,8.22688,319.6995877,-26.6163743
HD 203030 b,HD 203030,1,Imaging,2006.0,Ground,Palomar Observatory,,487.1,14.4595851,1.29,3496.112477,11.0,,5603.0,0.94,0.856458,39.2503,8.24663,319.7432238,26.2305846
HD 20329 b,HD 20329,1,Transit,2022.0,Space,Transiting Exoplanet Survey Satellite (TESS),0.926118,0.018,1.72,0.15344839,7.42,0.02334593,0.0,5596.0,0.9,1.13,63.6796,8.59089,49.178124,15.6563542
HD 203387 b,HD 203387,2,Radial velocity,2022.0,Ground,Multiple Observatories,512.5352,1.771,13.1,1.17,1106.04285636,3.48,0.732,5174.32,2.817,10.5852,61.7477,4.05534,320.561782,-16.8345229
HD 203387 c,HD 203387,2,Radial velocity,2022.0,Ground,Multiple Observatories,2481.07227,5.067,12.6,1.13,2378.9456264,7.485,0.202,5174.32,2.817,10.5852,61.7477,4.05534,320.561782,-16.8345229
HD 2039 b,HD 2039,1,Radial velocity,2002.0,Ground,Anglo-Australian Telescope,1120.0,2.2,12.7,1.14,1999.1507,6.29,0.71,5945.0,1.23,1.19,85.6922,8.85974,6.0851069,-56.649988
HD 204313 b,HD 204313,3,Radial velocity,2010.0,Ground,La Silla Observatory,2041.11539,3.185,12.9,1.15,1466.7780983,4.615,0.1,5767.0,1.03,1.1,47.7945,7.83246,322.0510568,-21.7274194
HD 204313 c,HD 204313,3,Radial velocity,2015.0,Ground,La Silla Observatory,34.95875,0.211,4.31,0.385,17.16273398,0.054,0.059,5767.0,1.03,1.1,47.7945,7.83246,322.0510568,-21.7274194
HD 204313 e,HD 204313,3,Radial velocity,2022.0,Ground,Multiple Observatories,7325.64666,7.457,12.2,1.09,4868.17771002,15.317,0.253,5767.0,1.03,1.1,47.7945,7.83246,322.0510568,-21.7274194
HD 204941 b,HD 204941,1,Radial velocity,2011.0,Ground,La Silla Observatory,1733.0,2.55,10.1,0.903,73.1009,0.23,0.37,5026.0,0.58,0.78,28.7165,8.19092,323.0966714,-20.957957
HD 205158 b,HD 205158,1,Radial velocity,2022.0,Ground,Multiple Observatories,25.33798,0.177,13.9,1.24,124.58873554,0.392,0.145,6133.55,1.16,1.87741,86.6159,7.71934,323.9186227,-59.6933144
HD 205739 b,HD 205739,1,Radial velocity,2008.0,Ground,Las Campanas Observatory,279.8,0.896,13.6,1.21,435.41,1.37,0.27,6176.0,1.22,1.33,92.5087,8.41991,324.5351273,-31.7378373
HD 206255 b,HD 206255,1,Radial velocity,2019.0,Ground,Las Campanas Observatory,96.045,0.461,6.47,0.577,34.2,0.10760469,0.23,5635.0,1.42,2.221489,75.2363,7.44849,325.5917768,-50.0935884
HD 206610 b,HD 206610,1,Radial velocity,2009.0,Ground,W. M. Keck Observatory,673.2,1.74,13.4,1.19,647.10188,2.036,0.1,4842.0,1.55,6.12,147.192,8.06506,325.8537599,-7.4082451
HD 206893 b,HD 206893,2,Imaging,2021.0,Ground,Gemini Observatory,9350.0,9.6,14.01122587,1.25,8899.195396,28.0,0.14,6500.0,1.32,1.31116,40.7583,6.56783,326.3416874,-12.7833522
HD 206893 c,HD 206893,2,Imaging,2022.0,Ground,European Southern Observatory,2090.0,3.53,16.36511182,1.46,4036.4207689,12.7,0.41,6500.0,1.32,1.31116,40.7583,6.56783,326.3416874,-12.7833522
HD 207496 b,HD 207496,1,Transit,2023.0,Space,Transiting Exoplanet Survey Satellite (TESS),6.441008,0.0629,2.25,0.2007319,6.1,0.01919275,0.231,4819.0,0.8,0.769,23.606,7.97255,328.7181708,-77.3388025
HD 20781 b,HD 20781,5,Radial velocity,2019.0,Ground,La Silla Observatory,5.3135,0.0529,1.21,0.108,1.93,0.0061,0.1,5256.0,0.7,0.833609,35.9715,8.2372,50.0139757,-28.7841175
HD 20781 c,HD 20781,5,Radial velocity,2019.0,Ground,La Silla Observatory,13.8905,0.1004,2.17,0.193,5.33,0.0168,0.09,5256.0,0.7,0.833609,35.9715,8.2372,50.0139757,-28.7841175
HD 20781 d,HD 20781,5,Radial velocity,2019.0,Ground,La Silla Observatory,29.158,0.1647,3.25,0.29,10.61,0.0334,0.11,5256.0,0.7,0.833609,35.9715,8.2372,50.0139757,-28.7841175
HD 20781 e,HD 20781,5,Radial velocity,2019.0,Ground,La Silla Observatory,85.5073,0.3374,3.83,0.342,14.03,0.0442,0.06,5256.0,0.7,0.833609,35.9715,8.2372,50.0139757,-28.7841175
HD 20782 b,HD 20782,5,Radial velocity,2006.0,Ground,Anglo-Australian Telescope,597.0643,1.3649,13.6,1.21,472.83,1.4878,0.95,5782.13,1.04,1.12681,35.9864,7.19283,50.0166232,-28.8543535
HD 207832 b,HD 207832,2,Radial velocity,2012.0,Ground,W. M. Keck Observatory,160.07,0.586,14.2,1.26,177.9848,0.56,0.197,5726.0,1.05,0.89,58.9291,8.61176,328.1517893,-26.0271749
HD 207832 c,HD 207832,2,Radial velocity,2012.0,Ground,W. M. Keck Observatory,1155.7,2.112,14.0,1.25,232.0159,0.73,0.27,5710.0,0.94,0.901,58.9291,8.61176,328.1517893,-26.0271749
HD 207897 b,HD 207897,1,Transit,2021.0,Space,Transiting Exoplanet Survey Satellite (TESS),16.20166,0.117,2.34302132,0.20903072,14.8,0.04656601,0.0,5106.0,0.8208,0.7827,28.2938,8.13037,325.2016451,84.3337613
HD 20794 b,HD 20794,4,Radial velocity,2011.0,Ground,La Silla Observatory,18.314,0.1257,1.45,0.129,2.7,0.0085,0.064,5368.0,0.79,0.93,6.00278,4.06635,49.9997666,-43.0666533
HD 20794 d,HD 20794,4,Radial velocity,2011.0,Ground,La Silla Observatory,89.68,0.3625,2.04,0.182,4.8,0.015,0.077,5368.0,0.79,0.93,6.00278,4.06635,49.9997666,-43.0666533
HD 20794 e,HD 20794,4,Radial velocity,2017.0,Ground,La Silla Observatory,147.02,0.509,2.03,0.181,4.77,0.01500802,0.29,5401.0,0.813,0.93,6.00278,4.06635,49.9997666,-43.0666533
HD 20794 f,HD 20794,4,Radial velocity,2025.0,Ground,Multiple Observatories,647.6,1.3541,2.28,0.203,5.82,0.01831177,0.45,5368.0,0.79,0.93,6.00278,4.06635,49.9997666,-43.0666533
HD 208487 b,HD 208487,1,Radial velocity,2004.0,Ground,Anglo-Australian Telescope,129.36,0.53,14.3,1.27,146.20106722,0.46,0.37,6134.0,1.15,1.16,45.147,7.33164,329.3332489,-37.7641354
HD 208527 b,HD 208527,1,Radial velocity,2012.0,Ground,Bohyunsan Optical Astronomical Observatory,875.5,2.1,12.5,1.11,3146.4,9.9,0.08,4035.0,1.6,51.1,312.202,5.61607,329.0999413,21.239922
HD 20868 b,HD 20868,1,Radial velocity,2008.0,Ground,La Silla Observatory,380.85001,0.95,13.7,1.22,397.2875,1.25,0.75,4802.0,0.39,0.76,47.7223,9.61323,50.1794053,-33.72969
HD 208897 b,HD 208897,1,Radial velocity,2017.0,,,,,,,,,,,,,,,,
HD 209458 b,HD 209458,1,Radial velocity,1999.0,Ground,W. M. Keck Observatory,3.52474859,0.04707,15.58051,1.39,232.0159,0.73,0.0,6091.0,1.23,1.19,48.3016,7.50866,330.7950219,18.8842419
HD 210193 b,HD 210193,1,Radial velocity,2019.0,Ground,Las Campanas Observatory,649.918,1.487,14.3,1.27,153.1,0.48170406,0.24,5790.0,1.04,1.05971,42.2029,7.6687,332.3951324,-41.225205
HD 210277 b,HD 210277,1,Radial velocity,1998.0,Ground,W. M. Keck Observatory,442.19,1.13,13.6,1.22,410.0007,1.29,0.48,5538.0,1.01,1.07,21.2985,6.34701,332.3748117,-7.5505962
HD 210702 b,HD 210702,1,Radial velocity,2007.0,Ground,Lick Observatory,355.5,1.079,13.6,1.21,481.5100366,1.515,0.071,4912.0,1.33,4.54,54.1963,5.6807,332.9638643,16.0404806
HD 211403 b,HD 211403,1,Radial velocity,2021.0,Ground,Haute-Provence Observatory,223.8,0.768,12.8,1.14,1760.76937478,5.54,0.084,6273.0,1.2,1.206,83.0919,8.34865,333.8158177,58.2755601
HD 211810 b,HD 211810,1,Radial velocity,2018.0,Ground,W. M. Keck Observatory,1558.0,2.656,14.0,1.25,212.9461,0.67,0.68,5652.0,1.03,1.13,64.6353,8.417831,334.5286724,61.1349912
HD 211970 b,HD 211970,1,Radial velocity,2019.0,Ground,Las Campanas Observatory,25.201,0.143,3.66,0.327,13.0,0.04090237,0.15,4127.0,0.61,0.574175,13.1277,8.40444,335.5661579,-54.5596006
HD 212301 b,HD 212301,1,Radial velocity,2005.0,Ground,La Silla Observatory,2.24571,0.03,14.2,1.27,162.0933,0.51,0.0,6239.0,1.55,1.16,54.2304,7.63495,336.8803957,-77.7183219
HD 212771 b,HD 212771,1,Radial velocity,2009.0,Ground,W. M. Keck Observatory,380.7,1.19,13.3,1.18,759.6137,2.39,0.076,5003.0,1.56,5.27,111.155,7.35208,336.762413,-17.2641046
HD 213240 b,HD 213240,1,Radial velocity,2001.0,Ground,La Silla Observatory,882.70001,1.89,12.8,1.14,1655.88600047,5.21,0.42,5979.0,1.57,1.51,40.8707,6.65761,337.7506266,-49.4341037
HD 213472 b,HD 213472,1,Radial velocity,2021.0,Ground,Multiple Observatories,17000.0,13.0,13.1,1.17,1112.3994245,3.5,0.53,5729.54,1.048132,1.433902,64.4527,8.01189,337.7069969,40.7222277
HD 213519 b,HD 213519,1,Radial velocity,2022.0,Ground,Multiple Observatories,11.12214,0.099,2.99,0.267,9.2170238,0.029,0.413,5840.0,1.05,1.08287,41.0014,7.51625,337.7727845,45.1452472
HD 213885 b,HD 213885,2,Transit,2019.0,Space,Transiting Exoplanet Survey Satellite (TESS),1.008035,0.02012,1.745,0.15567847,8.83,0.02778215,0.0,5978.0,1.068,1.1011,48.0883,7.80173,338.9837166,-59.864829
HD 213885 c,HD 213885,2,Radial velocity,2019.0,Ground,Multiple Observatories,4.78503,0.056798,4.71,0.42,19.95,0.06276941,0.0,5978.0,1.068,1.1011,48.0883,7.80173,338.9837166,-59.864829
HD 21411 b,HD 21411,1,Radial velocity,2019.0,Ground,Las Campanas Observatory,84.288,0.362,9.52,0.85,65.9,0.20734355,0.4,5605.0,0.89,0.825605,29.1328,7.68183,51.5474155,-30.6168403
HD 214823 b,HD 214823,1,Radial velocity,2016.0,Ground,Haute-Provence Observatory,1854.84424,3.08,12.1,1.08,5914.78665427,18.61,0.161,6215.0,1.115,2.04,101.368,7.91589,340.0832062,31.7875183
HD 215152 b,HD 215152,4,Radial velocity,2018.0,Ground,La Silla Observatory,5.75999,0.057638,,,565.41673605,1.779,0.0,4935.0,0.77,0.73,21.5974,7.80163,340.8380941,-6.4020685
HD 215152 c,HD 215152,4,Radial velocity,2018.0,Ground,La Silla Observatory,7.28243,0.067393,,,468.79690033,1.475,0.0,4935.0,0.77,0.73,21.5974,7.80163,340.8380941,-6.4020685
HD 215152 d,HD 215152,4,Radial velocity,2018.0,Ground,La Silla Observatory,10.86499,0.08799,,,770.41605857,2.424,0.0,4935.0,0.77,0.73,21.5974,7.80163,340.8380941,-6.4020685
HD 215152 e,HD 215152,4,Radial velocity,2018.0,Ground,La Silla Observatory,25.1967,0.15417,,,975.41538108,3.069,0.0,4935.0,0.77,0.73,21.5974,7.80163,340.8380941,-6.4020685
HD 21520 b,HD 21520,1,Transit,2024.0,Space,Transiting Exoplanet Survey Satellite (TESS),25.1292,0.1726,2.697,0.24061064,17.7,0.05569043,0.0,5871.0,1.09,1.044,79.208,9.01796,51.6403449,-43.6136649
HD 215497 b,HD 215497,2,Radial velocity,2009.0,Ground,La Silla Observatory,3.93404,0.05,,,1588.82420659,4.999,0.16,5110.0,0.67,0.85,40.5468,8.68605,341.652714,-56.5997984
HD 215497 c,HD 215497,2,Radial velocity,2009.0,Ground,La Silla Observatory,566.0,1.31,13.0,1.16,111.23994245,0.35,0.47,5113.0,0.92,0.85,40.5468,8.68605,341.652714,-56.5997984
HD 216435 b,HD 216435,1,Radial velocity,2002.0,Ground,Anglo-Australian Telescope,1311.0,2.56,13.7,1.22,400.4,1.26,0.07,5999.0,1.3,1.800029,32.9834,5.88357,343.4094703,-48.5986332
HD 216437 b,HD 216437,1,Radial velocity,2002.0,Ground,Anglo-Australian Telescope,1359.0,2.57,13.0,1.16,1334.8793094,4.2,0.31,5909.0,1.22,1.394,26.6902,5.89397,343.6639631,-70.0733957
HD 216520 b,HD 216520,2,Radial velocity,2020.0,Ground,Multiple Observatories,35.45,0.198,3.18,0.284,10.26,0.03228141,0.09,5103.0,0.82,0.76,19.552,7.27896,341.8768719,83.6975307
HD 216520 c,HD 216520,2,Radial velocity,2020.0,Ground,Multiple Observatories,154.43,0.528,3.03,0.271,9.44,0.02970141,0.12,5103.0,0.82,0.76,19.552,7.27896,341.8768719,83.6975307
HD 216536 b,HD 216536,1,Radial velocity,2015.0,Ground,McDonald Observatory,148.60001,0.61,13.8,1.23,333.7215,1.05,0.38,4639.0,0.81,9.83,376.233,8.88324,343.2665641,44.4777303
HD 216770 b,HD 216770,1,Radial velocity,2003.0,Ground,La Silla Observatory,118.45,0.46,14.1,1.26,181.1631,0.57,0.37,5399.0,0.74,0.93,36.6625,7.91638,343.9748751,-26.6595286
HD 21693 b,HD 21693,2,Radial velocity,2019.0,Ground,La Silla Observatory,22.6786,0.1455,2.8,0.25,8.23,0.0259,0.12,5430.0,0.8,0.914378,33.255,7.75701,51.8040469,-58.3232726
HD 21693 c,HD 21693,2,Radial velocity,2019.0,Ground,La Silla Observatory,53.7357,0.2586,4.34,0.387,17.37,0.0547,0.07,5430.0,0.8,0.914378,33.255,7.75701,51.8040469,-58.3232726
HD 217107 b,HD 217107,2,Radial velocity,1998.0,Ground,Lick Observatory,7.1270166,0.07359,13.6,1.21,459.57987652,1.446,0.1284,5622.0,1.045,1.2245,20.0619,5.96401,344.5647243,-2.3954489
HD 217107 c,HD 217107,2,Radial velocity,2005.0,Ground,Lick Observatory,5138.7,5.922,12.9,1.15,1388.91013859,4.37,0.3918,5622.0,1.045,1.2245,20.0619,5.96401,344.5647243,-2.3954489
HD 21749 c,GJ 143,2,Transit,2019.0,Space,Transiting Exoplanet Survey Satellite (TESS),7.78993,0.0695,0.892,0.07957891,3.7,0.01164144,,4640.0,0.73,0.695,16.32,7.67906,51.7501882,-63.500166
HD 217786 b,HD 217786,2,Radial velocity,2011.0,Ground,La Silla Observatory,1301.36009,2.446,12.3,1.1,4402.55909376,13.852,0.311,5966.0,1.14,1.27,55.4847,7.63573,345.7838088,-0.4303594
HD 217786 c,HD 217786,2,Radial velocity,2022.0,Ground,Multiple Observatories,2.52221,0.038,2.61,0.233,7.31005336,0.023,0.399,5966.0,1.14,1.27,55.4847,7.63573,345.7838088,-0.4303594
HD 217958 b,HD 217958,1,Radial velocity,2022.0,Ground,Multiple Observatories,2560.19774,3.758,14.2,1.27,166.54208527,0.524,0.156,5930.64,1.08,1.32619,61.7957,7.89501,346.136577,-25.6917758
HD 218566 b,HD 218566,1,Radial velocity,2010.0,Ground,W. M. Keck Observatory,225.7,0.69,9.32,0.832,63.566,0.2,0.3,4730.0,0.76,0.85,28.8274,8.27432,347.297417,-2.2611645
HD 219077 b,HD 219077,1,Radial velocity,2012.0,Ground,La Silla Observatory,5478.68861,5.935,12.5,1.11,3057.50927534,9.62,0.768,5362.0,0.92,1.91,29.1864,5.91597,348.5319387,-62.7018297
HD 219134 b,HD 219134,6,Radial velocity,2015.0,Ground,Roque de los Muchachos Observatory,3.092926,0.03876,1.602,0.14292087,4.74,0.01491363,0.0,4699.0,0.81,0.778,6.53127,5.2402,348.3372026,57.1696255
HD 219134 c,HD 219134,6,Radial velocity,2015.0,Ground,Roque de los Muchachos Observatory,6.76458,0.0653,1.511,0.13480239,4.36,0.01371803,0.062,4699.0,0.81,0.778,6.53127,5.2402,348.3372026,57.1696255
HD 219134 d,HD 219134,6,Radial velocity,2015.0,Ground,Roque de los Muchachos Observatory,46.859,0.237,1.61,0.14363458,16.17,0.05087625,0.138,4699.0,0.81,0.778,6.53127,5.2402,348.3372026,57.1696255
HD 219134 f,HD 219134,6,Radial velocity,2015.0,Ground,Multiple Observatories,22.717,0.1463,1.31,0.11687037,7.3,0.02296825,0.148,4699.0,0.81,0.778,6.53127,5.2402,348.3372026,57.1696255
HD 219134 g,HD 219134,6,Radial velocity,2015.0,Ground,Multiple Observatories,94.2,0.3753,3.28,0.293,10.80622,0.034,0.0,4913.0,0.794,0.77,6.53127,5.2402,348.3372026,57.1696255
HD 219134 h,HD 219134,6,Radial velocity,2015.0,Ground,Roque de los Muchachos Observatory,2247.0,3.11,12.7,1.14,108.0622,0.34,0.06,4913.0,0.794,0.77,6.53127,5.2402,348.3372026,57.1696255
HD 219139 b,HD 219139,1,Radial velocity,2021.0,Ground,Okayama Astrophysical Observatory,275.5,0.94,14.0,1.24,247.90615746,0.78,0.11,4831.0,1.46,11.22,104.935,5.57762,348.3604055,11.0649832
HD 219415 b,HD 219415,1,Radial velocity,2012.0,Ground,McDonald Observatory,2093.3,3.2,13.8,1.23,317.83,1.0,0.4,4820.0,1.0,2.9,165.184,8.59745,348.7243579,56.7303001
HD 219666 b,HD 219666,1,Transit,2018.0,Space,Transiting Exoplanet Survey Satellite (TESS),6.034468,0.06356,4.898,0.437,17.6,0.055,0.05,5540.0,1.02,1.059,94.1719,9.64956,349.5592665,-56.9039857
HD 219828 b,HD 219828,2,Radial velocity,2007.0,Ground,La Silla Observatory,3.83483,0.049,4.59,0.409,19.06970442,0.06,0.091,5891.0,1.04,1.56,73.114,7.88338,349.6947029,18.6457524
HD 219828 c,HD 219828,2,Radial velocity,2016.0,Ground,Multiple Facilities,4789.87297,5.657,12.2,1.09,5102.41724598,16.054,0.811,5891.0,1.04,1.56,73.114,7.88338,349.6947029,18.6457524
HD 220074 b,HD 220074,1,Radial velocity,2012.0,Ground,Bohyunsan Optical Astronomical Observatory,672.09998,1.6,12.2,1.09,5288.6912,16.64,0.14,3787.0,2.2,54.92,324.54,5.62737,350.0599827,61.9701062
HD 220197 b,HD 220197,1,Radial velocity,2018.0,Ground,Roque de los Muchachos Observatory,1728.0,2.729,9.32,0.832,63.566,0.2,0.187,5683.0,0.91,0.98,64.411,8.74481,350.4946927,16.6323305
HD 220689 b,HD 220689,1,Radial velocity,2012.0,Ground,La Silla Observatory,2266.4,3.396,13.7,1.22,381.3940884,1.2,0.054,5921.0,1.016,1.068,46.8778,7.59438,351.4707282,-20.6167923
HD 220773 b,HD 220773,1,Radial velocity,2011.0,Ground,McDonald Observatory,3724.7,4.94,13.6,1.21,460.8,1.45,0.51,5940.0,1.16,1.679696,50.5103,6.94595,351.6144715,8.6428871
HD 220842 b,HD 220842,1,Radial velocity,2016.0,Ground,Haute-Provence Observatory,218.47,0.74,13.1,1.17,1010.6994,3.18,0.404,5960.0,1.13,1.41647,64.6498,7.83398,351.6534162,56.8871415
HD 221287 b,HD 221287,1,Radial velocity,2007.0,Ground,La Silla Observatory,456.1,1.25,13.1,1.17,982.05,3.09,0.08,6304.0,1.25,1.13864,55.9231,7.68153,352.836223,-58.209754
HD 221416 b,HD 221416,1,Transit,2019.0,Space,Transiting Exoplanet Survey Satellite (TESS),14.2767,0.1228,9.17,0.836,60.5,0.19,0.115,5080.0,1.212,2.943,95.5483,7.90776,353.0331863,-21.8012007
HD 221420 b,HD 221420,1,Radial velocity,2019.0,Ground,Anglo-Australian Telescope,10090.0,10.15,12.0,1.07,7278.2705203,22.9,0.14,5847.0,1.351,1.947,31.1415,5.65862,353.3319001,-77.3853286
HD 221585 b,HD 221585,1,Radial velocity,2016.0,Ground,Haute-Provence Observatory,1173.0,2.306,13.5,1.21,511.7063,1.61,0.123,5620.0,1.19,1.850575,55.8535,7.28128,353.2293802,63.1556146
HD 222076 b,HD 222076,1,Radial velocity,2016.0,Ground,Multiple Observatories,871.0,1.83,13.5,1.21,495.8148,1.56,0.08,4806.0,1.07,4.1,91.1538,7.18755,354.531982,-70.9032461
HD 222155 b,HD 222155,1,Radial velocity,2011.0,Ground,Haute-Provence Observatory,3999.0,5.14,13.4,1.2,581.62598481,1.83,0.16,5701.0,1.21,1.85,50.6078,6.93563,354.5025617,48.9960191
HD 222237 b,HD 222237,1,Radial velocity,2024.0,Ground,Multiple Observatories,14892.0,10.8,12.8,1.15,1649.52943233,5.19,0.56,4751.0,0.76,0.71,11.4469,6.73988,354.9078642,-72.7253271
HD 222582 b,HD 222582,1,Radial velocity,1999.0,Ground,W. M. Keck Observatory,572.38,1.34,12.6,1.12,2660.2371,8.37,0.73,5790.0,1.12,1.13,42.1586,7.51889,355.4640788,-5.9862379
HD 224018 b,HD 224018,3,Radial velocity,2025.0,Ground,Roque de los Muchachos Observatory,10.6413,0.0952,0.91,0.0811849,4.1,0.01290004,0.06,5784.0,1.013,1.147,105.48,9.52137,358.6390056,-4.7233362
HD 224018 c,HD 224018,3,Transit,2025.0,Space,K2,36.57669,0.217,2.42,0.21589831,10.4,0.03272206,0.02,5784.0,1.013,1.147,105.48,9.52137,358.6390056,-4.7233362
HD 224018 d,HD 224018,3,Transit,2025.0,Space,K2,138.0731,0.53,2.4,0.21411403,4.2,0.01321468,0.04,5784.0,1.013,1.147,105.48,9.52137,358.6390056,-4.7233362
HD 224538 b,HD 224538,1,Radial velocity,2016.0,Ground,Multiple Observatories,1202.05199,2.375,12.7,1.13,2075.73732612,6.531,0.476,6097.0,1.23,1.54,79.0608,7.92192,359.7164302,-61.5868613
HD 224693 b,HD 224693,1,Radial velocity,2006.0,Ground,W. M. Keck Observatory,26.6904,0.191,14.0,1.25,222.481,0.7,0.104,5894.0,1.31,1.93,93.5015,8.08528,359.9749837,-22.4279999
HD 22496 b,HD 22496,1,Radial velocity,2021.0,Ground,Paranal Observatory,5.09071,0.051,2.22,0.198,5.57,0.01752518,,4385.0,0.684,0.674,13.5956,8.01945,53.7565398,-48.4178173
